embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19
0.21972447493584563,0.6252103978395945,0.36132620283959005,0.5957224716927999,0.4713728230336216,0.2961181897059305,0.45359502972942567,0.16015801282203082,0.6310491079798932,0.62173402200841,0.4971020979019372,0.5115393263990492,0.2936106492550559,0.5274815000094658,0.3210097019274022,0.4592559877549518,0.5420466303576122,0.530661711892791,0.6223753608744942,0.5369938040891971
0.5394406243835107,0.49210772644556067,0.4402847796349699,0.5938827529164482,0.5896343643792475,0.38412016321387477,0.4647527872495306,0.30666763615711573,0.5916024555634318,0.5692659559616021,0.44197135990373604,0.6060963685156796,0.41846267881333593,0.5895712137846164,0.3304080999466159,0.41010201192845375,0.4912988494417943,0.6899234168026326,0.46896771483652,0.6298341458969374
0.3195714926268347,0.6982674219767538,0.4307518277954513,0.5415434644779256,0.5583540144371608,0.28300256686006586,0.4872149874371393,0.21534106883634885,0.5329297606461478,0.6627386773130728,0.44046585087125095,0.5390754052796318,0.21781090779294002,0.6234206460346937,0.33973793302015687,0.48424010390818406,0.5271588145533996,0.6383442772908443,0.6076937252963759,0.5188745190631237
0.6314224964526658,1.0,0.4802401344606493,0.6336145175813003,0.18392514760811596,0.12182931213687981,0.36067121702171834,0.47115896490065795,0.7350819962645946,0.3539733053399592,0.4821047543875263,0.204901528128569,0.4266924194467211,0.019745816877264177,0.31042289799210154,0.49708863001837544,0.4410492960817046,0.22133497257307932,0.5257235797562503,0.7013943578526984
0.5843433007000933,0.7051144479695517,0.41109379262319795,0.48890602082312606,0.45018055663029743,0.26604923550590764,0.5982536364147925,0.3645894155538734,0.646721697392837,0.4680751236796462,0.4192661686747863,0.3824046587481226,0.259182532183464,0.25498211018996003,0.4073229828796704,0.48623121048220547,0.37007668903237284,0.4087599400377543,0.46254236785669894,0.7113720482766402
0.5603585854211042,0.6442387226682932,0.3924786044817315,0.5383710604633377,0.4294607006825532,0.38026576908337,0.6127162717625452,0.2665597267111782,0.5753000957742016,0.3896556997166659,0.4118097112262167,0.43650308412801053,0.40166036934635985,0.4759014400897094,0.37622721152546357,0.3992476933878243,0.36996002166025016,0.5503593236827262,0.47627659281874596,0.7419698716863661
0.559957983509386,0.3860273470788002,0.3684086890283304,0.5869744137293492,0.5050985446152977,0.3936090886884479,0.6448460717424,0.3946125413954918,0.6860261674956817,0.6493052219921814,0.2987525509821887,0.4656115062205032,0.6265521898067427,0.5273002784743301,0.3584814442571631,0.36789038190893214,0.30455520502283706,0.4804684506956152,0.41487254549359454,0.504179012666548
0.5828905758313362,0.41808668896301326,0.3695519246267063,0.6150169116783665,0.47322223880395364,0.33793151198101595,0.5764397641574726,0.35765311618920553,0.698326227131528,0.7223453234825908,0.2783858094433341,0.5469927413145602,0.6705719514455152,0.557890950084654,0.3671185768215314,0.4039060763848429,0.29476400301832717,0.5572836261105312,0.39663283750867384,0.44182967488764047
0.5223962950523737,0.41698404993884,0.33863472963663976,0.5872495396329378,0.49309971209201264,0.37382686678079113,0.6148540648856612,0.4237024138290113,0.7265969977645631,0.6593350361243346,0.2635342993181763,0.4489284042951313,0.6892003009532361,0.5115454946050737,0.33641534651159055,0.3751749897514326,0.2775015106069785,0.5093234383644558,0.4208864816478346,0.4356641230311773
0.6723897420969265,0.40480009009527795,0.4500367543366839,0.5381335979483288,0.5541984943787931,0.4895535569665622,0.5171278352949027,0.3959869246187334,0.5050390853699842,0.5271372796831635,0.43341917644572014,0.4838848216520153,0.6710400211685233,0.7598596817525467,0.47380842368787035,0.2890853179068038,0.6068970244988453,0.5959748702459514,0.5555921155958651,0.6020096298666275
0.6105234751505402,0.43782409103355363,0.4284605511464744,0.591843025969937,0.5043330520580386,0.3930739899469858,0.4907418344495514,0.40923163675041957,0.500951769358062,0.41244753099719417,0.37266380761208134,0.40501454759210054,0.6387688878825213,0.7843661415066732,0.4691185363443281,0.36922854107902164,0.662455793868066,0.842491233830807,0.4922474073922667,0.6918078660812138
0.7098037951169959,0.40433054888326736,0.4235065313124512,0.5816848848345212,0.48400874717035824,0.4567342741555008,0.4418327965434521,0.5216245448195058,0.5147932281258619,0.5147119355405141,0.3519478495055178,0.58046224216651,0.680787411645559,0.9464888757833145,0.4538450059150177,0.21099868994081622,0.5302943386345762,0.5739126230931185,0.5258312042946789,0.5958726551241024
0.5942455864666789,0.5633007756909252,0.5335920214380382,0.6604434659375784,0.6090478274707701,0.533765939851127,0.8054046563535446,0.23152738193262432,0.5986934774956333,0.5346371257639673,0.25234683285661064,0.44275240827395523,0.4148371593068418,0.7599292493406258,0.31539464795907063,0.24454691526080774,0.5188605143925594,0.37071057017230324,0.6626271449009254,0.3298077972721348
0.4214472918583313,0.5460504542562089,0.3197304180951186,0.3372380970256463,0.7703116075804306,0.35257237163412813,0.576337163728741,0.2032994561914358,0.6931823556522203,0.782502582063158,0.5316316715354149,0.28543560153304576,0.36016836284571774,0.5100944155911458,0.44153911128863377,0.25527149502497165,0.5065078320805646,0.4921873595696184,0.660866221463505,0.4947442986289553
0.4583588442899227,0.46855366391299386,0.5255289215282005,0.6356956433045997,0.5564499096602711,0.47415751698599423,0.6664053008721702,0.2716060156066102,0.6052233380590408,0.5780358817140829,0.4228466729304046,0.4893587025966231,0.3754538442664885,0.6212650627254074,0.41422997466738043,0.28617310661299084,0.43548065157745536,0.7274658757020122,0.425075041755409,0.4542664569712249
0.5950235395201177,0.547659766649828,0.40046130113125683,0.6154803393032218,0.7724725603053004,0.6625264455947232,0.3214044759130474,0.6319529987216843,0.39509777919979105,0.600087927754044,0.13354574995453866,0.6004873897788772,0.5646951412888003,0.5029487701444819,0.4397553954966438,0.3482889795457825,0.28919375577291434,0.625189742801329,0.3878173850691104,0.32452212791533
0.5891114283894288,0.5507360603598338,0.40726540204946293,0.6053645589516633,0.7568171028890289,0.6820302670873015,0.32804032968703456,0.6430178143081937,0.4010907130173078,0.6051005817531877,0.13631450219818936,0.5781472519632368,0.5830874412057967,0.5240682341468924,0.429706280610885,0.3545078064219771,0.27842941338586175,0.6206081867169395,0.3732967189784703,0.32343697406227484
0.5865918612966644,0.5378945564551131,0.39919764250575945,0.6124626327228792,0.7674932966815657,0.6591138470090295,0.31636873386386133,0.6316518567255447,0.3822768736300691,0.6038689334275088,0.12656234151777523,0.5902430852248398,0.5651022715704904,0.5135792808520102,0.42393239085093004,0.34982737579239354,0.2716869531208145,0.6255172393941384,0.38145828013554706,0.3307317223419034
0.8292950129418308,0.16984690957136755,0.359697664080323,0.6811166893629977,0.4320605012104664,0.41853650353687455,0.16204465037181864,0.341752866077123,0.5508851099694685,0.8147498326916103,0.37477947272928247,0.40460304761170396,0.40486983299444557,0.6497332535971327,0.747660104522831,0.3744763615630903,0.1980998575603625,0.7799372567926991,0.5033650715271321,0.6472968995832461
0.7739813652506712,0.29131464860265016,0.31011560767890883,0.748356534724867,0.4821367311143292,0.4646184528336499,0.43152412897293513,0.36842636961329644,0.5432883967755515,0.7231630010425159,0.5073207328290369,0.5322073707857246,0.4564843152514513,0.6055330271626412,0.5436845252596841,0.27071512140938786,0.39658992401432264,0.7291714861683348,0.6054418470943639,0.5641767304760953
0.8805647538115968,0.30497930755414987,0.2731670835389645,0.6945203297990791,0.46813221535615723,0.5116818066166108,0.3285724128725756,0.3691833955986646,0.4724929053906935,0.6875310139912387,0.5235111288612058,0.3520985639954715,0.3916083306035248,0.5164154807428694,0.7424091573180873,0.2568560368869469,0.32339964513998454,0.7952337571257353,0.4428182913414619,0.6615481004189637
