embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,embedding_32,embedding_33,embedding_34,embedding_35,embedding_36,embedding_37,embedding_38,embedding_39,embedding_40,embedding_41,embedding_42,embedding_43,embedding_44,embedding_45,embedding_46,embedding_47,embedding_48,embedding_49,embedding_50,embedding_51,embedding_52,embedding_53,embedding_54,embedding_55,embedding_56,embedding_57,embedding_58,embedding_59,embedding_60,embedding_61,embedding_62,embedding_63,embedding_64,embedding_65,embedding_66,embedding_67,embedding_68,embedding_69,embedding_70,embedding_71,embedding_72,embedding_73,embedding_74,embedding_75,embedding_76,embedding_77,embedding_78,embedding_79,embedding_80,embedding_81,embedding_82,embedding_83,embedding_84,embedding_85,embedding_86,embedding_87,embedding_88,embedding_89,embedding_90,embedding_91,embedding_92,embedding_93,embedding_94,embedding_95,embedding_96,embedding_97,embedding_98,embedding_99
0.6830754465894919,0.5668930354208195,0.39239103732152647,0.4131900187163489,0.5800649662041163,0.7764090866672436,0.4736541513693909,0.43727640645225935,0.2726035898879773,0.23595168866850363,0.7188324775322514,0.560022464709556,0.4385843722939793,0.5155713239088021,0.5291731200604055,0.6703547757875357,0.6171220550734701,0.4658972773247528,0.7286615008539874,0.5352446179941908,0.4533216174647886,0.37333524426720677,0.530823181716733,0.4427155267382484,0.6633116558845404,0.3336013098790631,0.5444335897396119,0.6897388141174083,0.5635372244527224,0.4605450638857008,0.31118541256884,0.6824017898348926,0.4454044621567127,0.46598493694481413,0.43252834603906093,0.4903655096731314,0.581754769793621,0.5619985071941771,0.6293332926837909,0.35769120847694064,0.6949936105288256,0.7073866570048047,0.5997307945749881,0.572664818925246,0.3920289656218652,0.26288239210750486,0.5530081494938819,0.4455825066211777,0.4676856692848119,0.2865735070213592,0.6020147503406161,0.5484328690410971,0.767954533070494,0.517327283153742,0.5249462554232155,0.650059409733633,0.4968679776429839,0.6168721806032116,0.536422330158777,0.553342360076358,0.5729098089267273,0.4020327845911845,0.4466062151709044,0.3069475128510298,0.5212853789994156,0.3329103203285755,0.5541472371761462,0.4889095926125776,0.3402079116355349,0.20647643985309266,0.5213782735057149,0.8883799963627262,0.5780167301047454,0.5481750593371012,0.5342027607859454,0.3366980714266913,0.3193808178066775,0.41016402595385715,0.500031790245901,0.399261394570846,0.4082847777540812,0.5924410934951866,0.5911507752911558,0.2864552185515491,0.4459183282615091,0.6735107653001449,0.5527157481449029,0.5171628419132457,0.6424274984153018,0.3066209897498807,0.5220919029818228,0.7289036020998181,0.5730275429879157,0.3369944143553986,0.4890263818338043,0.4916936629982152,0.5943860488004326,0.6429944463703579,0.694223209729564,0.5657909245177863
0.47440968020551866,0.47448111076906363,0.3023255390071306,0.45288374984096713,0.5983101670373933,0.74802687729031,0.381966451978467,0.44278851843032296,0.3679220337009422,0.6042569857799124,0.5373963187992192,0.6269980964295212,0.5047160608540066,0.4964163957867939,0.5310316283890438,0.5687306128234505,0.5580421657834008,0.4236223038957974,0.6410451830147207,0.4444965375938886,0.3541592931079698,0.34256137981121104,0.5010487216243914,0.49843817822577874,0.5256683301553875,0.3962714410426597,0.5866424565175532,0.5866850387102915,0.47896057690421984,0.6102095890006656,0.3801455127911644,0.45065675953171686,0.6015576501869543,0.40455944341297045,0.4863019609075225,0.4135187508250097,0.4022855321726019,0.4723404840685497,0.479680621650643,0.6199146956789884,0.4776561528087724,0.7261218822862129,0.6651270208944329,0.5255706088971079,0.3755140829982201,0.33727132755411027,0.5098815362067177,0.40719458299928313,0.49588324479284146,0.30371181740698416,0.3887304487510671,0.4651406006290789,0.684218007225892,0.474484292935896,0.6179243270443227,0.5384457157440533,0.41363442273070844,0.39986030279970386,0.5025454655951159,0.5552463101680181,0.44303084450079605,0.33426975505030654,0.4618341392988008,0.4230229631616849,0.5779126141079263,0.36550746959132024,0.5334863258661684,0.44949003785003083,0.4549319038855296,0.35003022632905717,0.4990937533670272,0.6353259714678111,0.57069785177808,0.5997656672896573,0.4056206880833483,0.3858569494690863,0.47658083567051934,0.41663467908234963,0.4826937618625653,0.4632985361796364,0.5847350291752189,0.4611122674572348,0.48885508876871836,0.34719489753923743,0.46372894507909723,0.4466625442802792,0.4711964285100616,0.47893845262300483,0.46406833670532355,0.46998284927002976,0.4059028353220999,0.5266951357721658,0.5531475852884241,0.48064795730845045,0.43053251549096716,0.5451452873631178,0.6425744307918939,0.5533333672450476,0.5989315481641306,0.5212314863566915
0.6191821391775383,0.582943839259916,0.35573653956953394,0.4951108500139741,0.5653311069695901,0.8201538241817141,0.5302159702182402,0.5071489721930328,0.47593289290091656,0.40693353592200027,0.5983698973825793,0.493697050084326,0.5003649449135543,0.4650717880590883,0.3785199758276886,0.5930673055033835,0.42281693339864157,0.44456390112869404,0.7687704532543616,0.3929469697613941,0.4539989375059399,0.40299142039326036,0.5969530369728017,0.5036902963162583,0.5874701428508978,0.34813582734760784,0.5489756403388615,0.5590778181655569,0.4808434019596577,0.3410341219912021,0.261716907059813,0.6977839816960315,0.4564143769328782,0.41329005946577946,0.4492769608473662,0.5901185607324935,0.5302521806629898,0.46163626596311613,0.5955513944430112,0.39398374508238576,0.5961242911974223,0.6509211105164547,0.38258674563066575,0.46048089138043913,0.34211155320735775,0.33347873562654773,0.4792921822252634,0.29065013631492087,0.2907237963750071,0.33592105358446483,0.6014639345598953,0.4873759189281306,0.7630714137482083,0.4446959309115336,0.5411999529336339,0.7102640553640149,0.5345558617479215,0.5748020345877987,0.4946276493487959,0.6117678565341884,0.5715446941465838,0.3598870837560206,0.383567997721085,0.2060213207616089,0.6136361660832453,0.49939287462401727,0.5973972899946673,0.4556809090933138,0.39819988137056095,0.2660627155927615,0.5329539861798647,0.7737811840428319,0.5728431297343701,0.6826046026225538,0.5043212003231654,0.3749905444773476,0.27963480590935885,0.3829880012004033,0.5403955227013543,0.48551158010343765,0.5196134324744922,0.5032407600405812,0.530523637605667,0.3690233729832824,0.4090243106700939,0.6753981941683886,0.6487210269251785,0.4828723286005712,0.5658579115543109,0.4500478925741371,0.4467195068965063,0.6869580659190289,0.5737193147088337,0.39909640245736555,0.41454769605047526,0.47877911980283544,0.5810272107850672,0.6616231184878991,0.5669626776984767,0.6013563430678522
0.2769091905326423,0.7293251528148189,0.3658029405936094,0.7735267686284898,0.777933654696568,0.3915506146116715,0.7263351052059804,0.6185165041297165,0.20303254130796997,0.3383910075051105,0.7458484081149427,0.18379144940676395,0.6115882975100493,0.9775623781969928,0.989875993156576,0.8615359724724354,0.7815129962544878,0.38383206919901236,0.5393332155569743,0.8672241230270776,0.17276030073716633,0.7089757837468837,0.3746418417247939,0.23872373638160485,0.6288826489039416,0.48505246371473537,0.3904994127508357,0.46482637976473495,0.13296130799020972,0.3093549575792896,0.2127210098618266,0.4251993531859479,0.44056346842800864,1.0,0.48333736804398053,0.756793989592642,0.48773433470602007,0.17206909568588769,0.28658614178330855,0.4599595484404464,0.2217493612409188,0.7770515010295744,0.44095154597435765,0.6728816032480769,0.4636143704622697,0.5262589712911605,0.3549709310529215,0.6333904759712531,0.0,0.6336193244829176,0.35543984164596293,0.5939407996836512,0.7728092481215502,0.4592791130575715,0.3315376818391302,0.4934409603216684,0.12019664799105895,0.544201633626164,0.35980006413258075,0.2541462311786994,0.4083967243451914,0.3427445509007151,0.26785675975306794,0.34263501956384823,0.7591896995950175,0.5202649391651117,0.48196483791281736,0.5373920587301577,0.6032677741389669,0.17986525782494658,0.3767078485295808,0.4593799629819264,0.1367114557839249,0.6582246952441935,0.2987070938625661,0.7818233144835287,0.5984216795584059,0.32165255542096804,0.3046724255819551,0.3539838524346962,0.3883867169637307,0.7288640626901977,0.23178438425329784,0.29287608133134624,0.5552366305347679,0.6218648147909052,0.8865053979800323,0.528376982636947,0.48075686175634125,0.48070416781853537,0.9382209544533193,0.5021220401791562,0.38535017857398157,0.520615117627536,0.20257785366656075,0.5129634756517071,0.4905589815586793,0.8341931737708138,0.6488772652490463,0.24953166831518522
0.4608359222952825,0.4923815161555236,0.37489966062787333,0.38084445140684164,0.512222604605129,0.7934889197249342,0.7609915988522822,0.4566050808782503,0.4085080790714854,0.5021077140747138,0.5886784114326075,0.29407096964663626,0.48595930421786454,0.7899876141754785,0.5578446699815278,0.5902164276386466,0.5847892756906578,0.5464527327890777,0.6867354248210187,0.8855101177064716,0.24022506157604534,0.4871331807782784,0.4986604366730391,0.545794962322596,0.5327089786239292,0.3355518110015918,0.41422504556086176,0.4102570197509373,0.4072292208918842,0.35042305417806163,0.3365682760506686,0.8286818375697662,0.44670520652979134,0.6152523790769737,0.38157848737995204,0.628736152218415,0.5315981487742963,0.4922502725764103,0.452845462036672,0.40993279797288923,0.37194510225786387,0.5700511844068366,0.37395945306797485,0.6185366412713695,0.4549620540306126,0.47315019392982405,0.530901442470679,0.36026313292715595,0.20078139409514223,0.3338977966527054,0.643399099857566,0.5858166445286643,0.2763163254225184,0.5425976396351462,0.3317926277359173,0.5931903723693739,0.3278003793799559,0.44200398220232695,0.520399531207861,0.5768890063194747,0.4801892262944236,0.5116989446129783,0.2660942356436649,0.3528418493647284,0.5172806585489977,0.490955994944151,0.6378754392820023,0.6345555164417995,0.6752241019837649,0.4206997668578556,0.5298508364269114,0.28900611115313,0.49275684322553526,0.6483764896865158,0.4260114208824968,0.57256520512522,0.6163167187695386,0.3963033017287278,0.5908404731763512,0.31115751776971773,0.3734017109094884,0.5635179146959353,0.37509057818398983,0.39080973282062154,0.5012097016768939,0.4944417134245844,0.6776145214249831,0.5363925930128629,0.5057790955340499,0.30917198614512725,0.552433793058624,0.47785790272967504,0.3229908415434864,0.31477734117997075,0.493692219364714,0.42340207158373516,0.733155195428044,0.6664443053017701,0.6005748782549001,0.4872998888707725
0.5023793194560925,0.2899846335075401,0.3562949771387618,0.34563199809994777,0.4150506914015135,0.672633097517957,0.5949176792054796,0.5013946044911677,0.4186139963026307,0.4842837533705436,0.5094151082503224,0.48942360269351104,0.43048883536329297,0.47895160775450774,0.7743905955603082,0.7412848206529652,0.36499600119776543,0.5455468968331804,0.5090840261387379,0.7321395149818578,0.4429209488273605,0.5210302351879961,0.37933191154782553,0.5318821264636318,0.6153573048568379,0.5081825306960037,0.4625354745037129,0.5640946330202421,0.38973672223922784,0.5233906526172197,0.40386644212379724,0.6402628718207896,0.4008040166515012,0.6708255357899937,0.6481894362722955,0.550508022561627,0.557219008758161,0.4769166592377722,0.5329319923259047,0.5030630390355575,0.36427461544710127,0.6568762844908876,0.45143271619757963,0.5411575358795172,0.4985361155876721,0.44302129148578157,0.4508145095881896,0.44271191536289656,0.411994742618295,0.4695666186142541,0.4759162468518183,0.4693628493296089,0.2740691804382296,0.46994952840122933,0.43814937858901826,0.5885215552858535,0.3367188210242511,0.3632868754318401,0.6305925188796387,0.43132485522329833,0.6148246884752913,0.4121099421693353,0.4452053769976301,0.3214973321159395,0.6135734205566763,0.5073021918705498,0.5110516930009396,0.4321846084694515,0.507515248261497,0.47278810896989887,0.4848938304629773,0.3776563845713228,0.5365665207234613,0.555648252850969,0.5651841294850903,0.5023863204158203,0.4174010771896604,0.5335185763758845,0.6024380762700187,0.48509734658062076,0.5050374216752082,0.5355885487956697,0.41787961546885916,0.3150434934741658,0.5411783597242393,0.584178961079177,0.4067701716784903,0.3479258807265711,0.4700444223440081,0.4791232390061925,0.6282695421214686,0.3775999959166916,0.5403597004015591,0.3582868631043024,0.32475331984958533,0.36687254273778946,0.6832438664870811,0.5450036207766721,0.47576262926084795,0.5862968566126235
0.5272310437595512,0.45192275991437014,0.41321355141185867,0.5278106494907427,0.5642267319166281,0.5648433803789328,0.536214505890481,0.5078900400342696,0.3481328157561823,0.38752025013713254,0.47139621449103697,0.7129309936027103,0.5225837417964339,0.6122264257092844,0.5312306129589545,0.8082257844838129,0.5051082371994083,0.3184102489527307,0.5526234665295997,0.6145865859373973,0.5352369090465795,0.3075463237255591,0.6557308198609375,0.5138328892647496,0.40332095175895216,0.43666845542607985,0.6284236443761425,0.5054914065348896,0.5312273265911435,0.4730320815320085,0.5082499739272462,0.45906997957501494,0.4301680076077615,0.4308262598201392,0.4665736025907078,0.519619823038667,0.5881285979402572,0.5977027163670723,0.6088107532051492,0.6682911929222655,0.4878343425237922,0.5640006369151874,0.6938041288884104,0.48821309036998983,0.513636975219753,0.44154546410730316,0.586998820133439,0.4980451156532453,0.533178517973899,0.5488122298579625,0.3627131476433788,0.4687858893584532,0.6770284997250389,0.6086623696837506,0.569144757359573,0.5433093969660929,0.5107052478051313,0.41290324108518783,0.6604407131163677,0.4050507058075179,0.5188564138609641,0.4861215846319732,0.5484094488561502,0.4764805969192899,0.432527375931678,0.4377442059982921,0.6663739126531133,0.596031617831938,0.5492438403697227,0.47599737987771806,0.6115143763695841,0.5666234438688722,0.4538331601494217,0.6362892509660654,0.3860089556204328,0.5378756439339002,0.6026623269440325,0.34337636993843135,0.6349620878748247,0.5174460119229074,0.462043241513868,0.6672936198263044,0.4722584682895824,0.47813750392057675,0.5425410845750379,0.4828351149442194,0.5014095464840279,0.2843371702265093,0.5567800123623099,0.3676335369939012,0.5118084606367578,0.4585098852972733,0.43830983623575476,0.29028829753383445,0.4270365878324196,0.43262256897287166,0.6377242114236481,0.5273557192972902,0.5987034999827634,0.4415588020460353
0.5926721337161915,0.516067862944337,0.3874661644040074,0.5166572530438834,0.6488162957105396,0.5830420491540622,0.6640820217408491,0.5112514184204543,0.24127743662723763,0.5833831163712915,0.4723600952350968,0.7961233203285056,0.46906410904120055,0.5630815308656746,0.501204975108037,0.655398381195594,0.5820199389333013,0.323808371592731,0.685647464616614,0.5256738032797443,0.4339143402362648,0.45319145879223444,0.5112084506796915,0.45017851948917537,0.4799644540215382,0.41903099964711565,0.6243800175125276,0.6212039200603454,0.41641494877593466,0.3873976566810279,0.4674838458582421,0.42646009970423715,0.5909931352633484,0.43141568722758555,0.6719030882228602,0.5848655554224207,0.561188403619195,0.657846116631395,0.5873762385691963,0.6120327073250577,0.3749277517786347,0.4875343191451509,0.8217987692190822,0.49567162542242793,0.5186181392456238,0.40478377420272477,0.5603718147027337,0.6329843722365729,0.5476960318758425,0.4419038417413444,0.44173902826801437,0.36293536871469134,0.496324847186953,0.49713888362533115,0.636602044077855,0.6133898674821293,0.3971643089059173,0.330297939300478,0.6954581381567652,0.43579508751315044,0.31786100873209877,0.42583005296266,0.6424090672309575,0.4904196304815795,0.532248890613072,0.5306762383860716,0.5448842720787458,0.49184835969171825,0.31306821469773805,0.34536130186568825,0.5762400445546864,0.46391321684322756,0.6123730673321037,0.5428608562522926,0.3580709553052168,0.40670669931508624,0.6172438664499187,0.3962179943690721,0.6077337253637906,0.3788377457457731,0.49534808011539155,0.6885948816958509,0.5239513561906352,0.46071777829749966,0.5849396564942234,0.5894991015431731,0.5093342099908914,0.3429658582461056,0.6243814422426329,0.3675023966366128,0.6511529565875068,0.38917613367421644,0.339553112990443,0.2830289081612817,0.3625592738781857,0.4340484929749175,0.5777101040557389,0.45540757469386517,0.5482036710366326,0.4749977932252707
0.5733283079727527,0.44330620087077427,0.4544368987686719,0.5285815965695427,0.6667679531602646,0.5763633866126284,0.4934793902081228,0.5070737847377927,0.29816120969045606,0.35101005375096817,0.4083923088837974,0.7262083019515273,0.5058818282516762,0.5504717063015667,0.4829715973037797,0.7439191358367352,0.47036741558417366,0.3125364654131043,0.628837275258429,0.6037617538026576,0.47869878016216255,0.37609328729942826,0.5346852716401758,0.42089155954057555,0.4579134752358193,0.41140663166897196,0.602326843629282,0.6103358338987369,0.47491093707284326,0.5771205669158774,0.5381617028384665,0.4951144250899872,0.6031334670775601,0.4551244079016745,0.4423897927932442,0.48972939460446013,0.493440413897964,0.6286203421948283,0.5735801321620724,0.5844244003762088,0.3782043395377768,0.5727490739849137,0.7545466128782936,0.49291904530967723,0.48681056085373864,0.44166060304223587,0.5017124620626693,0.5358455922665739,0.4979864802275562,0.506050986077736,0.33835226143839914,0.4758653992069439,0.5192392949712074,0.5785646268572759,0.5403411581320826,0.6072865058630948,0.5474243852430235,0.4401373113320619,0.6445828018401076,0.42808118857106714,0.5311168433562847,0.5246027552032642,0.5127754189843645,0.5156717654724385,0.45122097754608603,0.5017302442180931,0.6795698061049453,0.5426500890090831,0.45623356879153104,0.40850358086057537,0.624523600024331,0.5156721910365272,0.5185730206265167,0.5484549214421164,0.31834769516727013,0.4932877625133088,0.6436201432680113,0.32565082018515323,0.6420411842466679,0.6132740677636587,0.4577595342625368,0.7153182115249577,0.46783621944073633,0.44469823796133623,0.5574547859847644,0.5581659398337184,0.3335447104166268,0.41625789484510606,0.7184844732855526,0.31720970618552313,0.5517884270272744,0.3981473792026529,0.4784190326593989,0.23949457177734979,0.4044340748460421,0.4222408014162601,0.6836564052631764,0.6534454542252287,0.5888657124629502,0.4632082291606658
0.6275490437602386,0.48470211202361074,0.386127622176577,0.20247630539950634,0.6443822936213359,0.6940289386820917,0.2341393281477977,0.39850661313679014,0.2380225827721721,0.6336108716856443,0.48255685120793296,0.7303243363088078,0.5473412401140555,0.31628563866085224,0.7982937523691809,0.6312366811476362,0.6181225460011032,0.46077115572675265,0.499582358392465,0.39192281741363544,0.4590551996950761,0.3499211957962746,0.6931087436805441,0.46241675606519195,0.524716912512651,0.43378379861939004,0.6184227518954414,0.4666600203932416,0.5143975420636108,0.6157730420209314,0.5992811677432712,0.38115116987642145,0.2916922788876088,0.29245207208185103,0.6408517764066881,0.354087886223792,0.5913896607022707,0.6347191400002108,0.18776538224007638,0.522830980963015,0.6035570437996557,0.6005498476042066,0.5481843269887073,0.48427526734343046,0.3365506835834339,0.37536933176651366,0.6477740622822761,0.4470407500834418,0.5849653451924443,0.5029428830610311,0.5748138556155916,0.38069302270692373,0.4634193490596815,0.5572941678564867,0.47891177237773686,0.4193294252753721,0.22585841091512848,0.4360679151498182,0.7023991601709354,0.5861514764885336,0.48072562903177435,0.40476913402686665,0.4268956900820575,0.3961523991060413,0.6037085034943561,0.6950572744508894,0.3143595113901795,0.6407916746353263,0.4647571643993484,0.5454529732799308,0.4834526169267753,0.9238848137214106,0.4813237586789516,0.5585403035191823,0.49697238699472535,0.5139890769943645,0.6084267028707194,0.6306799747860083,0.43459445359514326,0.4006746956720614,0.4314463422492587,0.7013821036330001,0.3918519077274512,0.5045952061090291,0.42236033203766554,0.367766520559197,0.5557076212812914,0.4960944290411938,0.6252639076424402,0.5566857728293693,0.5956358455735984,0.644010423342984,0.4672927709188218,0.5462228822415346,0.38831497850766716,0.7245018644421746,0.5871820348684648,0.8077495807823692,0.29357621256729194,0.3618109686761659
